zipcode,Year,flood_count,max_severity,median_dead,median_displaced,median_duration,median_area,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
70560,2016,0.9979449073913781,1.3882475846913038,102.11181973249168,45365.54571670595,33.275563752860386,31023.45631360546,,1180.7380578391035,,
95633,2017,1.000191532823913,1.9870252174811427,-2.0654442133698323,18694.29190017244,10.590959165189876,131924.97325852787,,159.62859336804388,,
39571,2012,0.9991486457353992,1.0094278356961093,7.523125816892803,69840.23629234594,5.786063694177378,78409.16389940461,,239.99038660784512,,
36022,1998,1.0003107242646168,0.5715740041149749,2.654065477469822,27771.51442522665,15.06460937600206,173670.21407606849,,254.9361052011311,,
95316,1997,1.0009722685477238,1.1495560605592174,1.4984535267464945,69172.8557466965,9.15570143408552,173697.8314496369,,316.3256013472876,,
98503,2008,1.0000477908773733,1.2432237774639368,-8.403967757895245,-38437.42277677993,10.470365838100612,77515.54717714708,,-57.46924363341486,,
30075,2018,0.9989446690034532,1.0242650930695056,3.9823512747142553,26670.78509494016,8.423813905438397,235105.8577903005,,139.21712743016485,,
96741,1992,0.9984179618170359,1.6616579926843407,24.38651921723485,28124.016655061518,0.4862656450989986,-3794.2200230970775,,211.22448618153516,,
95633,2017,0.9999723090683834,1.1912641728884314,-3.702710337554212,25189.21588280967,17.64141573657477,141365.31049604915,,321.6647814539251,,
34433,2012,1.0004134512388174,1.566452147217789,0.011689633114563058,15022.730200928214,9.807833464460012,69773.46404025388,,177.71191803791777,,
36022,1998,0.9997626756152399,1.3824153010996136,9.864516322223068,22916.521572298218,8.215682745396418,202770.9269189058,,-7.782168696708453,,
95215,2018,0.9983803878445624,0.5712049734905257,8.417870420558154,24922.031961679582,5.589498222577329,49208.78059610288,,162.85324305304238,,
96741,1992,1.0004586192769427,2.4157687046768155,-6.464592786675741,24152.95093604008,3.042082210501585,-42629.5864935585,,162.2933011090481,,
19522,2006,1.001611005609955,0.3099790584257671,-1.5327700996695786,49293.83929672004,6.132871579444147,129550.01746210847,,294.53208614825235,,
81023,2013,1.0007233390824508,1.0311232606283989,11.252626560583234,17102.168910020475,1.0318021594202342,108164.68704713104,,147.99190676558172,,
96741,1992,0.9984198659049245,1.1606483010679336,0.30317560063303084,48631.755635935595,2.6246595688953036,-252174.62579022723,,151.9841537435413,,
78612,2004,0.9994565168470358,1.537938255185415,8.639336233342448,2205.269329882053,8.621716226959137,104465.76927626278,,134.88231930235898,,
96741,1992,0.9986989475668374,1.5311362326564835,2.8805625939631385,64986.70402674512,0.3914293745054582,-57643.733985183935,,277.96006557809835,,
95316,1997,1.0002391786660298,1.686399617203243,2.7584286554160746,70398.14989845843,18.71977823996755,180622.35453519184,,334.03129175823756,,
61241,2001,0.99943106332553,1.1397809783963793,-6.465018882015299,-22565.332597237404,0.825981138510608,-26383.290164310107,,173.19569211250223,,
30075,2018,1.0004873950239208,1.437453530087232,18.789081008264617,18929.01601009988,3.0575108760474876,209289.38898724498,,239.4509605633647,,
70560,2016,0.9991708613154144,1.6066340019281642,16.660606702924824,35002.666224812296,5.143621675651405,30864.77689483422,,148.93779211760082,,
61241,2001,0.9986140966787086,0.8305950888026045,-3.584343012824564,14149.666400955954,-2.120111917237682,-91733.01523875108,,165.69058917676924,,
96741,1992,0.9991644346016497,1.3764094080418587,-5.077114397337025,48688.459350306606,8.07877707173457,-53650.92567256294,,256.1257094880126,,
30075,2018,0.9982178363814636,1.7518045903520725,32.62617683379712,73680.49386905841,13.144389303481375,210424.87868080335,,263.0552852275008,,
39845,2002,0.9981131718878754,2.0118056380210136,4.876375710316069,-2710.0731419833683,10.841267074855937,5649.765514910861,,219.66577012571526,,
29142,2015,1.0005880868263142,0.9980040220741861,10.941270844605215,1744.5046868219642,-9.150273911317615,62167.345418715515,,177.55931197826536,,
78612,2004,0.999371859986519,1.5987416855513608,9.162628961463746,-24970.736887729505,19.33770750929286,106898.29629075131,,110.44128442084693,,
96741,1992,1.0000066534546308,1.4457138463030705,-2.5242944192015404,24824.497069177505,11.483021308665197,-89600.16233761242,,85.97565389479075,,
29341,2003,0.9994833306913515,1.990571002590701,15.303280719000735,-14081.134545763416,19.507755455274438,271844.19808594976,,151.35286763462165,,
36051,2020,1.0007825437052342,1.4247061893870856,7.80537869708258,12013.094162708248,12.160382486621195,198884.27205534698,,191.0777532857333,,
96744,1988,1.002659351357049,1.0319691194853255,24.66181003240996,6485.263062161823,11.9622219643533,-6236.006359714156,,204.3457892766247,,
95633,2010,1.0001498779667621,1.598963496654384,11.691728093164194,46178.39098223013,11.626162174475011,376390.1025475344,,119.6160637860596,,
77904,2010,1.0007726671422732,1.0158931039929764,-3.0960325033169402,-20057.735553669925,4.812029858854272,14704.85242802855,,55.68634903525833,,
32693,2008,0.999499522480579,1.3500009284192664,-2.6811496348850454,4500.514518251776,5.757539690020809,100153.258821893,,128.13631627312597,,
30075,2018,0.9997472444924618,1.4623268072876716,13.982791728786886,18014.825904709032,14.947992906787299,234164.61219369472,,176.4281279142677,,
96744,1988,1.0012415012309488,0.6975499072009638,-8.100727141976147,29135.594278004315,13.239468536013302,-142098.1687629453,,162.1542696261607,,
43230,1991,1.0021698776870405,0.8723064724681647,8.510642893970726,-30021.799564368233,16.026748303053967,202122.5616956081,,5.345088790977542,,
77386,2017,0.9978447604615666,1.0101594312970807,10.591846815771966,25492.415550399703,12.213187121696869,331548.1654746628,,280.90190706515085,,
96741,1992,0.9994481363446902,1.9628511580188128,-8.269498450659507,20933.033786655673,4.344204914030664,-6244.006156414995,,170.50232081938486,,
61241,2001,1.001003757891563,0.4805763114812521,2.376902894623708,-20898.017163599154,-8.709096367275194,-191124.879100871,,132.10185740495112,,
95451,2019,0.9998014416371034,1.7528976015522226,6.890336713902582,8172.969870876179,18.57041484190856,16571.763514462218,,259.97479449228405,,
19142,2012,0.999426033040798,1.5390466671879552,-1.2149139223148717,-7407.7635704723025,1.4421806249925657,287759.5144871626,,43.22425131490999,,
77386,2017,1.001519179982986,1.0267544090960548,6.644633592308889,-49167.67429388601,6.741739264082147,333060.3258768535,,104.53693208682455,,
81023,2013,0.9998201545812716,1.3339262702750916,11.321052209123788,23846.634408419763,10.371435272479065,88080.74278034199,,64.19467128339684,,
29340,2017,0.9994674048906291,0.9762673207538486,-10.988525543949237,-50108.54389831158,6.1032496485618095,135463.05818894762,,131.0184917706358,,
30103,2009,0.9989354313219729,1.5339824380160298,13.079973000342918,-18282.024448551,16.755222936234986,239701.36060780066,,14.377125913972776,,
93204,2018,0.9993670583662062,1.5252258031605224,15.054007939506317,-18448.11343443248,-1.4629660936086228,71525.74522223494,,217.54530671284783,,
29860,2018,0.9988709305624646,1.5489384169427434,10.763990561979597,11013.385962694312,6.607447745514103,300230.8703193911,,255.4071358049676,,
81023,2013,0.9987220731707614,1.7661993771148776,-5.646871151754661,18560.332994006927,2.7104998261237654,98644.70988815185,,274.10644864731967,,
50161,2013,0.9991322349758288,0.90482511656166,-11.400582952787135,1995.2346281927953,9.277351003204043,124134.67712268952,,218.48190867812326,,
95215,2018,1.0006834317901299,1.0307924669995725,12.251746526031635,42676.59798056541,6.65351593234636,47535.660746565925,,272.748673565267,,
95316,1997,1.0008726306273708,2.4985646605523812,12.393723923932821,77161.86942118563,19.763459610914,157286.88531506318,,329.881568419938,,
96744,1988,1.001207395831646,2.144606392906304,-7.411058344175801,11425.910906122415,10.785854454012474,-22963.40553083268,,129.85795178445323,,
30103,2009,0.9988328970856161,1.4148500384628915,-0.48142292620054494,-11312.308345899248,-6.127380087571056,237165.3393529387,,154.27541515136005,,
96741,1992,1.0006228704964228,1.216343388199522,-2.4288537930572076,45207.85395887878,7.391896481356551,-138898.06300817794,,237.97378269898752,,
46229,2003,0.9996563814104644,0.8334451807757459,-4.541459868144356,11268.209381102344,2.492856679425312,156674.11159869097,,160.4898816048184,,
95633,2017,0.9998353021725626,1.8289942722793482,25.79084409141396,26203.63915724131,3.6159596904581375,139740.8013519279,,146.9143274759108,,
37034,2019,1.0017485469849572,1.4627321553931072,14.289522868874881,-10480.509710591192,11.213137625261336,138524.1235357962,,216.93151333770487,,
67002,1999,1.0010608267958339,0.9866063408087025,-2.040607407564546,-16518.369581257746,8.214542914756029,263284.19849459134,,83.30065155122013,,
30116,2021,1.0016393962676637,2.0346643876138644,19.551513019982682,39564.70229700136,6.945616074941983,571869.9516446693,,306.5591388446892,,
77471,2012,0.9992849929861986,1.2126976770709397,11.288690523094594,-3011.78289675221,2.282904901897262,23447.000209037258,,207.31590659203803,,
47408,1999,1.000370323368597,1.2844020179783306,16.16299644429194,-20675.723031908477,7.504045697067372,18248.034650378046,,249.5563910838464,,
30075,2018,0.9999965852488213,1.5766141615688178,11.76696675390996,27034.465627967737,6.338372340567599,203381.33249005483,,246.13489830003388,,
96741,1992,0.9985048662544822,1.959739502642234,5.099210111664494,45161.19153660737,1.497908166285507,-26996.31231862768,,230.46820962183693,,
70582,2019,1.0014414942480634,0.8622059000105017,7.480772114102741,-3071.5084609586993,5.343850339127065,58120.43036869016,,147.37252678685567,,
78041,2003,1.0018099589009803,1.2639470255225667,-0.5333545942765925,-7000.091155577023,7.168121290141113,63504.10392611435,,161.62580128456187,,
96744,1988,1.0020352402406252,1.4952990309443455,5.55849874168753,16057.90662809884,7.4605005450215724,-46924.93263462893,,212.4551278209165,,
92404,2003,0.9993513636652787,1.3291565159525978,-5.153754206332977,-27645.9606599942,11.06498810179201,-13608.427013066626,,18.22872063364784,,
61241,2001,0.9993667324976961,1.4365054495235678,-0.27606263610038617,-29546.79265151422,8.072984646443059,-49115.491763995466,,268.63955746244164,,
67002,1999,0.9999257937861995,1.667237599824002,4.573467408518477,-38664.22056562246,10.368657302282188,259538.46412657495,,216.84401579769266,,
47959,2008,1.0002300564355961,1.223266162436494,7.5244238522317595,-21277.145308158644,5.938066144480165,120196.45326000857,,133.45346620707565,,
92404,2003,0.9987507982325121,1.291768229124848,7.047684224981462,-17413.878577808606,8.912379156282947,-10413.833005208973,,207.80460175539574,,
70560,2016,1.0003160978684362,2.070819385863533,7.306014312826706,33033.13387629722,10.752724782556488,18704.558529429327,,211.6500925132955,,
36051,2020,1.000276898839796,1.0084158727036372,8.842499145710121,7579.133478791752,12.754738674327944,190855.5479124431,,54.30250096050415,,
97304,1990,1.001093628946063,1.1241662402045118,24.79086669942486,10093.78121683699,10.598660859983838,91149.77425860974,,134.58478588858543,,
36067,2021,0.9975979737181642,1.4782929736786947,-2.335358741583094,-9549.400591525886,5.854150011208539,36172.501889760104,,173.57001151540496,,
37110,2002,1.000086138445483,1.4810435365971757,-1.4945979566050083,-9755.248480967668,3.6979256569970738,91159.87483757467,,322.4590034459771,,
95633,2017,1.0004934628163638,1.0556776631692695,-2.8752853582403084,26409.932532013874,0.9884915721178666,112220.88417652961,,223.3413526977384,,
46229,2003,0.9993185549196424,1.2586694719926974,19.71188043372367,-1485.8522047080214,5.81796105755082,149828.05991694593,,112.91797876509932,,
40045,2004,0.9995986563729748,0.857912888899251,12.654913938207171,-24237.04850435339,7.480222101055115,169016.3780744219,,167.40099541656906,,
61241,2001,0.9988706755624601,1.0474599288256612,-9.725848545428713,9512.966748876672,3.8557613483550277,-216380.20092036124,,217.76998112704894,,
61241,2001,1.0005022557161938,1.1140023790517153,1.5109637520022319,-430.4432903167126,6.589499524544031,-325176.9732751518,,116.46878156502154,,
40380,2004,1.0009016007460352,2.0398906489648656,10.387477732008206,-26504.32373817729,-0.5940226512229145,58873.999594085355,,149.5890814991954,,
33825,2004,0.9991995017582337,1.7571828271610888,20.508357835517884,-47441.00581452499,17.575311341130565,306314.15565742133,,123.39168147067606,,
78041,2003,1.0006856102810815,1.1302717158794857,13.48632523862615,-10545.460534164915,1.661288794340865,63055.83328757397,,68.99056046608518,,
78642,2013,1.002234426442314,0.8806162767536577,1.1542695836472943,12486.102813195943,7.552925130282107,42462.62708785792,,58.26440529536825,,
95215,2018,1.0012457660590994,1.1668284923901044,8.817052092340319,37298.017433815796,7.34783654594348,54306.20511635267,,245.36637916198407,,
96741,1992,1.0002592504425798,1.3488759561550008,-2.667714753755577,22139.69944417139,17.47290031427151,-66924.62299895182,,78.43400455476385,,
61241,2001,0.9987774990851128,0.7745043717340813,-8.744514378005032,-16789.9571934004,-0.2545310778734713,-83689.8044451288,,56.13041823552024,,
61241,2001,1.0003268807796792,1.295267659609596,12.761314628385405,4256.54529576623,5.2803933374072685,-81440.69689157058,,221.86101140474977,,
71301,2008,0.9995516097063838,1.5151525620059036,3.3715487663426096,5266.9761072429,13.730310801869969,164452.62046188142,,128.40191889369999,,
23901,2003,1.0021009188614516,1.0004233736204924,9.879350548737191,6483.902621213786,8.268960208221017,169695.58525384322,,198.24090116179846,,
61241,2001,1.0006507135373448,1.1193002153514033,-9.685968336060746,21663.743451010607,-4.315721294064486,-321823.4222961336,,248.66263091105895,,
61241,2001,0.9990370344708855,0.49509054547038367,-5.4875589576423796,6767.702771084929,3.138702092608007,-61792.16417244848,,239.3261237502446,,
78642,2013,0.9993315920390573,1.8230731819176667,5.975677824086166,17006.710679657408,3.2128811541918285,44625.60049549608,,205.6690592148177,,
30103,2009,0.9996593999808998,1.312908924414591,6.808948542851984,-38223.84238236927,1.231718568064256,240353.8010195795,,78.39316773185492,,
61241,2001,0.9994300496946583,0.8326315461758476,-14.501940785854826,-14950.036115621395,6.497316165736364,-111793.24265713047,,204.60770108009015,,
92404,2003,1.0012780225834361,1.76058826999102,1.0414533015863707,-14974.98250977353,1.846592957021132,-12378.117860563303,,279.42371606722577,,
37397,2003,1.000600973963003,2.050831292987433,-1.5530898262573825,34858.515009017014,11.215889902929675,316075.9895642778,,338.74539267066615,,
34433,2012,0.9999408578777272,2.0182377069512523,18.80137151650233,24533.00350205741,19.615947393861774,63686.71132457569,,297.37715219029184,,
96744,1988,1.0018240698738925,0.8166852640282558,-8.457391642561207,14872.013252902343,12.485613537729693,-69341.32703737685,,199.91797624805338,,
61241,2001,1.000188896687784,1.1503073862116269,2.956801938799154,-22015.280912633134,0.8241048260014328,-236099.95322995892,,228.28004450427633,,
44904,1987,1.0006174466124587,0.936390029285652,-6.130358057696654,4516.678087686421,10.792412603308215,10686.63941434311,,110.27263606492536,,
95633,2010,1.0001342681033571,2.24716804531428,17.319767693644607,-837.5974319605712,12.935083913370391,354172.6949188721,,300.8069673106671,,
63366,1986,1.0009372280488336,1.511040423895834,22.656123929475115,33101.405048304936,6.6527986835761945,109330.34045735729,,258.992512413276,,
61241,2001,0.9987938466043291,1.2084343110715383,0.5977071107007852,3337.0080676827656,0.38030048627243485,-106899.46112131662,,143.31322356904718,,
78642,2013,1.0003009040193611,1.0580159344167361,8.137763816218975,12103.300155209305,13.019805429135033,34088.9264188555,,229.265418741053,,
45146,2020,0.998180426953301,1.4982195363856632,-0.7901236745819462,-15488.060803342134,0.23367631371895037,126476.69109906192,,229.73987799474034,,
43230,1991,1.0007349104144774,1.3699563618231207,23.901757719865756,608.8190907296348,16.32174275927539,203164.11146860608,,114.75350963276033,,
37034,2019,0.9985405063966162,1.5214344158466782,19.802012707006554,-6800.906967764909,15.175424599554237,137276.44876868313,,277.1807143931726,,
36066,2009,1.0019131064251787,2.101086241249858,11.686618256416601,873.1878208612916,14.319916548429266,322548.09920478927,,176.86289262990903,,
61241,2001,1.0011007792828364,1.1292347026126417,-4.367239743403488,-29010.054968130487,11.44857563988964,-47604.50475728829,,185.09494494614583,,
36022,1998,0.9992986269351605,1.6516118676439644,0.17071564050398536,23765.56940526847,8.060517379926656,186417.0486313375,,185.97623547977383,,
61241,2001,0.9993050020992228,2.0713345775641234,19.92233166211217,-861.8382881333164,10.83268944860993,-55785.46614837521,,224.61271358348694,,
61241,2001,0.9993705864151129,1.8621526219095987,2.427892899780569,7072.507655036411,4.633928829957016,-183463.38994883196,,341.3810935943884,,
34756,2017,1.0005339091013166,1.868643719429349,6.4199384761466325,5348.405792354523,-0.7940333255091199,215154.69859911638,,316.3682349169079,,
40067,2005,0.9997746572463106,1.6900849131584357,9.925659276440998,6958.522530345986,1.5620940226077753,283679.68627786764,,248.85461084233856,,
45053,2015,1.0007042877081909,1.8802903719206316,10.59813881643245,-3705.1595992430857,13.006051094045093,161362.1955154511,,219.3749552379671,,
47959,2008,1.001131453020652,0.600396686048524,-1.9573968345172146,3292.1998917943474,15.118675603650356,121023.83611593727,,244.33567618264016,,
61241,2001,1.000438587206257,1.191226207384748,2.2581648874584017,1878.931404735567,6.076556986972774,-28714.88831505734,,209.02042517645611,,
61241,2001,1.0003530160567253,1.791861174273385,-3.171407812861868,-14313.878094049494,3.315453258840672,-74353.41442193277,,224.29581942567847,,
30103,2009,0.997535122364142,1.2739071996065285,6.772711610526369,-29330.028524653015,8.179949210363148,232790.54331532054,,155.58249416621803,,
95633,2017,1.0009923132660357,1.4629084371207324,-15.039828955697645,24432.298976033613,5.8357766109163265,129132.72554310567,,249.13342272506793,,
42003,2006,0.9997167005815595,1.3278730787095534,-5.84090132194839,2150.825416366191,22.627006571714322,17046.184413511088,,36.868769046914565,,
36051,2020,1.0000626569562021,1.506021619987495,-4.225082453133126,-8035.316205159618,5.190803746232845,198474.54303847102,,65.40401470825209,,
23901,2003,0.9999843132862041,1.609465893643971,-0.15690429941208972,18360.18616023892,6.032605659364157,165959.11156390564,,167.33225753649458,,
36022,1998,1.0002089604873317,1.8529808541564567,14.358539075243758,50757.02719157058,-4.208094970503228,188303.8986938136,,303.4679217695641,,
78612,2004,0.9991213564902737,1.2558975595429502,-7.093475693798684,-22663.858553076738,-2.1823319373266274,106170.41567604241,,119.03098066789855,,
61241,2001,1.0007964401810592,0.9633492160902144,-1.283379944727324,3824.6188193107505,4.274828043117738,-18428.874630034843,,175.07767275617738,,
34433,2012,1.00119305995491,0.7096441347797808,3.3800289560560994,36600.964269955904,19.31825398271547,71920.27924151807,,134.80858700345084,,
32693,2008,1.0022763735085918,1.509503486580775,-18.202327840547987,-27995.20609316786,6.8992317987605745,93961.32920362665,,84.9493969140976,,
98501,2009,1.0000883426590088,1.6274020749932265,-5.274203500076133,-1579.526443536637,13.313937867764237,48164.65011500253,,278.12050963294973,,
61241,2001,0.9998316048075244,1.5117692907687426,4.1924938618874705,-37570.34650721065,-3.342374673120026,-39766.96103839761,,252.69400897035035,,
74301,2019,0.9997630385842876,1.5121584541794588,22.2183764789404,6648.83869852923,10.717694086757673,253619.23954607174,,191.6009992037292,,
46229,2003,0.9988421851579756,1.2820088655510906,-0.49783922656332,29187.683115328076,14.706609240696196,150582.9824965488,,316.98274795142055,,
46229,2003,0.9993928688992161,1.099353835541156,0.14996379710882213,18760.847991295737,11.775398032031877,150317.06080435682,,222.40703666791995,,
96741,1992,0.9987753729127733,1.215473907812935,3.983016035858065,37051.12966630354,10.332055043686175,-95561.02414613217,,180.935005559126,,
23901,2003,1.0008537365346846,1.2764293945354275,23.382265866713304,5635.736123035783,2.723459549769268,168959.64956858862,,307.039716348317,,
70517,2021,1.0019478835133209,2.088897217718484,-3.129706111060152,-11729.274471583056,11.883356621946291,38016.154724554406,,156.00083766888005,,
46390,2006,1.0013405531800035,1.3524608345715734,-0.8722427417290808,-713.5696118618516,3.3728462457718518,7118.530705856465,,144.2681107934463,,
61241,2001,1.0001400428519418,0.94243627703321,8.813566850042896,-6092.258869578859,8.39650719208883,-39235.39227726428,,202.99354622488698,,
61241,2001,1.000094371750035,1.2301366619586442,3.9982645107150803,-18257.52051883085,1.8955674412111732,-35592.461437155944,,82.6734560916983,,
32693,2008,0.9992763863808218,1.2611846851359843,4.0811231858241515,-17760.183274410392,13.61558595733268,100136.24225609975,,214.2652302789681,,
61241,2001,0.9996713478396264,0.722037770749856,-4.5835261435314525,-31894.34166259632,-10.253801690492573,-231972.51824541533,,3.754832508958657,,
96741,1992,1.000926713102492,1.0553986824735486,1.2130821531962832,20282.70348330598,4.355692131982981,-37985.48383888486,,245.42674348574081,,
61241,2001,1.0005146415492179,0.6349912740128888,-10.051068425784534,13526.325744685546,-1.476857233193149,-91860.84854007591,,222.6312497648094,,
74301,2019,1.0008203438245304,1.6589121612973856,-3.958441600055288,301.68386659367934,13.318689769545376,242454.63400657615,,300.40931737597896,,
30075,2018,0.9983189076850691,1.1469533327450314,12.46853023757873,66919.10833580043,20.342743523864442,200300.576526244,,291.48154360099477,,
36051,2020,1.0002960172273296,0.4604948384873948,5.315989246394504,-25962.481451288284,11.690803086849384,192931.4770364476,,107.88925805514293,,
34433,2012,1.0006247895469338,1.1081982481150525,23.990331535858886,24307.507631088018,-3.4889413277269936,69714.87361130741,,361.12237686323874,,
61241,2001,0.9993179655499558,1.1322422068945204,13.276369984071348,2991.6088598710026,7.46292711558495,-27556.901234979858,,298.4009484399873,,
28901,2009,0.999519940419913,1.4839568282871578,2.1588974758035624,-9919.383482952264,16.494474400818373,474349.0664764092,,126.76500306362718,,
40067,2005,0.9997383370273032,1.7866699465120575,24.134308454782456,3520.1968142610344,15.705852376276429,277942.6984063771,,228.71765943374083,,
61241,2001,1.0014108244980875,1.2458028519746798,-13.729128526592836,10547.565883469622,9.517401809734537,-72220.4218178927,,297.6925727021965,,
74301,2019,1.0001949452084287,0.9541119525442481,-7.123334993596915,23387.879801867195,7.235786829634147,250940.63377980317,,264.74934352696675,,
37034,2019,0.999794313625039,1.5440674839201614,16.13646421969871,-5288.020987788056,13.578716745017879,139296.83472638944,,160.37688163582092,,
95316,1997,1.0010978623583489,1.4496331983564736,16.81742267629997,87787.50036780341,6.376912366888695,138770.31903319387,,250.00068263180697,,
70115,1995,0.9996449775455781,1.8699188834864389,5.256858044936331,20301.63059083595,11.3446389475937,32345.196376004176,,233.0362637034036,,
95633,2017,1.0000140195382572,1.4866247394855807,2.564483905107428,29609.40107881239,-1.186672977395741,118021.04222355166,,132.76090716000866,,
34433,2012,0.9992975934308486,1.2595062087195044,-5.582853943484981,36973.51099597751,6.445879328510251,72915.89329674623,,71.03130266836527,,
77302,1994,0.9994329444826116,1.9335530420017806,10.733399735740948,7947.831287009449,12.040086672145188,74179.87847910811,,140.31550707704918,,
29341,2003,1.0004267571168821,1.4717712710871718,7.509131119591217,-59822.21513213554,10.984844652053209,274713.5274196933,,128.33313401609715,,
71301,2008,0.999847684486423,1.314007896283691,13.742110927409628,-11377.243790064975,-8.508352053600131,163517.11003191484,,132.3791621785818,,
36067,2021,1.0004483802190536,1.294792602217243,-6.676245042553665,-47454.93020772957,10.008734930054155,35908.97529127286,,133.3396736627956,,
61241,2001,0.9999429868636286,0.4902408164157981,-10.824571814808895,-50825.04479116888,-1.0541148366614097,-191142.35539040828,,57.21293512491536,,
43119,1990,0.9988380661865436,1.6807920555421887,10.234994081631388,8585.372864387804,12.420195879905847,177798.80613957124,,135.93512779184925,,
36022,1998,1.0000319184946431,1.3329214299433745,5.401078897208395,48361.21088325524,6.434771895346017,193872.54206715286,,233.08592623182528,,
81023,2013,0.9989616112442651,1.568768508262368,12.852296593596414,26193.641453448938,13.089289980205216,95793.18190103387,,214.09687134579798,,
47408,1999,0.998631578045527,0.9599017730301458,-15.210015895340328,-33534.53408731393,1.6234214665817062,18087.059057092498,,106.43166029705091,,
61241,2001,0.9990174265363719,1.3573620714813395,-0.5146484423644031,-13473.783255335955,9.114061769298933,-77412.81335046477,,239.00469620593665,,
92404,2003,1.0005157170699326,1.4411777024223251,-1.2700017635545375,-20433.558804799468,0.7087881609268463,-3199.980418882493,,130.77690623265016,,
98501,2009,0.9998084790361337,1.2030755996127664,-7.958049254706328,-17360.107310440537,8.344016985888324,46657.542349826625,,151.44269180295507,,
59722,2018,0.9985676579687822,0.8769589733311481,5.241806670337507,-10389.855053272266,5.140676097487493,54421.70634190286,,174.6412336151659,,
74301,2019,1.00080537182705,1.20624522726831,6.001437452453782,15681.022272373099,-1.5294292672349519,253120.63439767837,,195.56381502319346,,
01749,2018,1.0019552764263098,1.5538511148772167,18.38974178440099,-4265.664811134558,2.678934601761815,4821.8570825498755,,206.44846529640608,,
76501,2004,0.9994541828254376,0.7807513482002673,-16.49771480714044,-31561.391562442226,6.882809174384938,111487.58022988828,,145.4811860600142,,
30075,2018,0.9987429400433105,1.2376864245507442,0.4831742218589712,23519.770193637632,20.6691308984481,204332.4237982596,,167.5413491135075,,
19142,2012,0.9996275653530174,1.3606660905811587,17.06804581902094,-26016.447112356935,8.37140646112641,299844.99452233675,,143.80046948602995,,
36051,2020,0.9992224687591847,1.4165261336659918,-0.004609872435346496,-26652.635578800553,3.8481780458769688,198400.09237618337,,61.3560097789227,,
61241,2001,0.9992763894127707,1.6246136045131427,-1.9088174417112445,-27524.310551277445,-3.332884111363172,-103278.87245606762,,1.1117448671131456,,
96741,1992,0.9998498638836283,1.8446240080891687,7.750907305915466,37697.52393894333,1.6717408186386171,-5912.1770854442,,290.39735852942687,,
37397,2003,1.0001875341200546,1.7000115882960962,21.524435088116114,74597.22309314122,11.765528286103176,323794.8495787744,,257.54358370346955,,
30075,2018,0.9996830205822262,1.2921996439877639,4.099256129580151,14043.409960104367,3.666731634798529,218825.61360942436,,227.53122550573826,,
96744,1988,1.0009107038230645,1.6284482162105895,0.28097891498311256,17596.562710006347,1.9723884382911567,-36320.56661281512,,257.98966562669443,,
39571,2012,1.0008639512214206,0.9145478524649713,-7.449003726325042,58440.881980952196,3.130157220951747,73847.48224048082,,213.4608639298589,,
93066,2003,0.999916877534343,1.5608862756509372,5.206965695316103,-21653.929972312486,-0.9679179699142475,28589.684262980336,,239.608304186741,,
46229,2003,0.9993580694650381,1.2785887430380822,9.841866773050675,27268.90193192625,1.2948621990613596,152332.40377699948,,209.50830369992107,,
92404,2003,0.999114196862398,1.0577949707257945,-8.91576306414549,-73123.89008965694,-6.7282016924652845,-1714.3498163534387,,-33.82699117157651,,
42159,2015,0.9992171297564183,1.517408602780052,10.38381706619056,-55386.81431932252,-6.3178730025584455,56888.36817775818,,38.95026943960764,,
34756,2017,0.998520921026594,1.1715623185302955,-14.070517153664982,6942.844152024469,4.994838217522041,222162.366490591,,164.49920108039845,,
54646,2010,1.0022077509163823,1.3762945266101627,-1.1666149027007453,-61730.0921518528,2.641762735084607,3926.7850228897587,,136.57826287935956,,
19522,2006,1.0002049350378128,1.8328461287668816,-2.6877546122558726,64505.03175437773,13.614189564840263,117193.1244865687,,280.3426351691528,,
37110,2002,1.0001804897889313,0.9371062299581238,6.92536680234884,-25745.811705615804,-10.903833770738302,87375.51923842356,,110.51644956329025,,
36022,1998,1.0000185580057657,2.2822328227134756,7.762894919172792,12804.476848771337,8.14509765733365,196088.28475575478,,117.86330697017644,,
96744,1988,1.0001814783295788,1.0488125708858034,-11.226385742286272,13444.287059210787,14.763868763479543,-62352.1819789726,,145.63125840286202,,
92404,2003,1.0007082884626013,1.485554809111979,-3.1732839523193856,-40586.18130883272,0.5855085911029949,-18906.30677758204,,224.96006423814447,,
95215,2018,1.000490937449871,0.6662500392224104,-6.162161302537745,27807.38588093742,9.10377082855944,39506.654969339295,,26.195662350988385,,
95451,2019,0.9997932759527547,2.1208005802719763,15.042528678915023,8458.55617929484,-2.275145066767661,16339.310057769238,,294.98823824136684,,
61241,2001,1.0006455694286482,2.1065160157185514,2.9258906352006084,-7862.729791977336,7.707060053372316,-17740.37025771213,,231.7448627266854,,
61241,2001,0.9995290214962929,0.6575323504684063,1.7703932473998711,11430.338775406908,-3.2688252161002476,-285452.0342736129,,40.7326158742641,,
90247,2003,0.9985665775801745,1.3070296859843946,-9.770448988757968,-49572.99393428991,8.227202208209025,-28975.116199486933,,77.93295216913242,,
99669,2002,0.9984143535071139,0.8501696995393228,-6.610824903988187,-10263.953364654888,15.83197503364076,14466.105078357505,,23.87897490647825,,
