STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,HLY-CLOD-PCTCLR,HLY-CLOD-PCTOVC,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-NORMAL,HLY-WIND-AVGSPD,HLY-WIND-VCTDIR,HLY-WIND-VCTSPD
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100103 20:00,275.0,481.0,20.2,32.2,32.2,12.8,282.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100103 21:00,286.0,467.0,20.1,31.6,31.6,12.7,283.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100103 22:00,289.0,448.0,20.0,31.1,31.1,12.6,285.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100103 23:00,309.0,458.0,19.8,30.7,30.7,12.6,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 00:00,312.0,466.0,19.0,29.7,29.7,12.9,285.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 01:00,303.0,469.0,19.5,29.7,29.7,12.3,285.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 02:00,317.0,469.0,19.5,29.4,29.4,12.3,284.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 03:00,323.0,466.0,19.5,29.1,29.1,12.3,286.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 04:00,340.0,456.0,19.4,28.9,28.9,12.3,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 05:00,326.0,457.0,19.3,28.7,28.7,12.5,286.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 06:00,288.0,463.0,19.3,28.6,28.6,12.3,285.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 07:00,204.0,451.0,19.2,28.6,28.6,12.2,288.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 08:00,166.0,451.0,19.3,28.9,28.9,12.4,287.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 09:00,172.0,441.0,19.5,30.0,30.0,12.7,288.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 10:00,159.0,460.0,19.7,31.3,31.3,12.9,288.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 11:00,136.0,475.0,19.9,32.6,32.6,13.4,291.0,8.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 12:00,141.0,464.0,20.2,33.8,33.8,13.4,288.0,7.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 13:00,116.0,498.0,20.4,34.7,34.7,13.5,285.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 14:00,124.0,451.0,20.3,35.3,35.3,13.6,287.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 15:00,140.0,475.0,20.5,35.3,35.3,13.6,284.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 16:00,133.0,456.0,20.3,34.7,34.7,13.2,286.0,6.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 17:00,158.0,466.0,20.4,33.9,33.9,12.8,286.0,6.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 18:00,236.0,442.0,20.4,33.2,33.2,12.8,285.0,6.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 19:00,276.0,455.0,20.4,32.7,32.7,12.7,284.0,6.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 20:00,282.0,477.0,20.1,32.1,32.1,12.9,282.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 21:00,290.0,458.0,20.1,31.5,31.5,12.8,283.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 22:00,289.0,450.0,19.9,31.0,31.0,12.7,285.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100104 23:00,309.0,456.0,19.7,30.6,30.6,12.8,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 00:00,314.0,469.0,18.8,29.5,29.5,13.1,286.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 01:00,312.0,478.0,19.3,29.6,29.6,12.5,284.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 02:00,320.0,470.0,19.3,29.2,29.2,12.4,284.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 03:00,318.0,466.0,19.3,29.0,29.0,12.5,286.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 04:00,333.0,459.0,19.2,28.7,28.7,12.5,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 05:00,323.0,460.0,19.0,28.5,28.5,12.6,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 06:00,287.0,469.0,19.1,28.4,28.4,12.3,286.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 07:00,204.0,454.0,19.0,28.3,28.3,12.2,289.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 08:00,161.0,456.0,19.1,28.7,28.7,12.5,287.0,7.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 09:00,172.0,442.0,19.3,29.8,29.8,12.8,288.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 10:00,162.0,465.0,19.5,31.1,31.1,13.1,289.0,7.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 11:00,143.0,475.0,19.7,32.3,32.3,13.5,292.0,8.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 12:00,147.0,465.0,20.0,33.6,33.6,13.5,289.0,7.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 13:00,119.0,493.0,20.2,34.4,34.4,13.6,287.0,7.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 14:00,124.0,440.0,20.1,35.0,35.0,13.6,288.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 15:00,136.0,471.0,20.3,35.0,35.0,13.6,286.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 16:00,140.0,448.0,20.1,34.5,34.5,13.3,288.0,7.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 17:00,173.0,453.0,20.2,33.6,33.6,12.8,288.0,6.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 18:00,247.0,435.0,20.2,32.9,32.9,12.8,287.0,6.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 19:00,296.0,441.0,20.1,32.4,32.4,12.7,286.0,6.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 20:00,297.0,463.0,19.9,31.7,31.7,12.9,284.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 21:00,299.0,447.0,19.8,31.2,31.2,12.7,285.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 22:00,289.0,450.0,19.7,30.7,30.7,12.6,286.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100105 23:00,309.0,457.0,19.5,30.2,30.2,12.6,287.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 00:00,305.0,475.0,18.6,29.1,29.1,13.1,288.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 01:00,311.0,477.0,19.2,29.3,29.3,12.4,285.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 02:00,314.0,481.0,19.2,28.9,28.9,12.3,285.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 03:00,313.0,474.0,19.1,28.7,28.7,12.4,286.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 04:00,321.0,467.0,19.0,28.4,28.4,12.5,287.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 05:00,314.0,462.0,18.9,28.3,28.3,12.5,287.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 06:00,286.0,482.0,18.9,28.2,28.2,12.2,286.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 07:00,211.0,471.0,18.9,28.1,28.1,12.1,289.0,7.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 08:00,163.0,460.0,19.0,28.4,28.4,12.4,288.0,6.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 09:00,172.0,439.0,19.3,29.5,29.5,12.7,288.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 10:00,160.0,462.0,19.5,30.9,30.9,13.0,289.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 11:00,140.0,477.0,19.7,32.1,32.1,13.5,292.0,8.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 12:00,153.0,462.0,20.1,33.4,33.4,13.5,289.0,7.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 13:00,124.0,494.0,20.2,34.3,34.3,13.7,287.0,7.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 14:00,127.0,447.0,20.2,34.9,34.9,13.7,288.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 15:00,143.0,473.0,20.3,34.9,34.9,13.7,286.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 16:00,150.0,452.0,20.2,34.4,34.4,13.4,288.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 17:00,175.0,449.0,20.1,33.5,33.5,12.9,288.0,6.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 18:00,248.0,432.0,20.1,32.8,32.8,12.8,287.0,6.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 19:00,301.0,437.0,20.0,32.2,32.2,12.8,286.0,6.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 20:00,303.0,457.0,19.7,31.5,31.5,13.0,285.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 21:00,311.0,438.0,19.6,30.9,30.9,12.8,285.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 22:00,295.0,436.0,19.4,30.4,30.4,12.7,286.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100106 23:00,314.0,458.0,19.2,29.9,29.9,12.7,288.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 00:00,313.0,474.0,17.9,28.5,28.5,13.2,287.0,7.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 01:00,320.0,473.0,18.9,29.0,29.0,12.5,285.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 02:00,318.0,473.0,18.9,28.6,28.6,12.5,286.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 03:00,318.0,472.0,18.8,28.4,28.4,12.5,287.0,7.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 04:00,318.0,465.0,18.6,28.1,28.1,12.6,288.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 05:00,311.0,455.0,18.5,27.9,27.9,12.6,288.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 06:00,299.0,472.0,18.5,27.7,27.7,12.3,287.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 07:00,214.0,463.0,18.5,27.6,27.6,12.1,289.0,6.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 08:00,156.0,457.0,18.6,28.0,28.0,12.3,288.0,6.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 09:00,175.0,442.0,18.9,29.1,29.1,12.7,289.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 10:00,156.0,466.0,19.2,30.5,30.5,12.9,289.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 11:00,138.0,484.0,19.4,31.7,31.7,13.4,292.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 12:00,148.0,470.0,19.8,32.9,32.9,13.4,289.0,7.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 13:00,126.0,502.0,20.0,33.9,33.9,13.5,287.0,7.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 14:00,122.0,458.0,20.0,34.5,34.5,13.5,287.0,7.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 15:00,143.0,480.0,20.2,34.6,34.6,13.6,285.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 16:00,150.0,465.0,20.1,34.1,34.1,13.2,286.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 17:00,169.0,458.0,20.1,33.2,33.2,12.7,288.0,6.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 18:00,239.0,446.0,20.1,32.5,32.5,12.7,286.0,6.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 19:00,288.0,452.0,20.0,31.9,31.9,12.7,286.0,6.6
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 20:00,289.0,469.0,19.8,31.3,31.3,12.8,285.0,7.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 21:00,300.0,456.0,19.6,30.7,30.7,12.6,285.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 22:00,277.0,455.0,19.4,30.2,30.2,12.6,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100107 23:00,289.0,476.0,19.1,29.7,29.7,12.6,288.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 00:00,298.0,490.0,17.8,28.2,28.2,13.1,288.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 01:00,302.0,483.0,18.8,28.7,28.7,12.5,286.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 02:00,300.0,482.0,18.7,28.3,28.3,12.4,287.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 03:00,305.0,478.0,18.7,28.1,28.1,12.5,288.0,7.0
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 04:00,312.0,467.0,18.5,27.9,27.9,12.6,289.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 05:00,305.0,461.0,18.4,27.7,27.7,12.5,288.0,7.3
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 06:00,291.0,475.0,18.5,27.6,27.6,12.4,288.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 07:00,203.0,476.0,18.4,27.5,27.5,12.2,290.0,6.9
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 08:00,147.0,468.0,18.6,27.8,27.8,12.5,289.0,6.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 09:00,164.0,461.0,18.8,28.9,28.9,12.9,290.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 10:00,149.0,477.0,19.1,30.3,30.3,13.1,290.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 11:00,140.0,493.0,19.3,31.5,31.5,13.5,293.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 12:00,147.0,480.0,19.7,32.6,32.6,13.5,291.0,7.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 13:00,139.0,512.0,19.8,33.6,33.6,13.7,288.0,7.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 14:00,129.0,468.0,19.9,34.2,34.2,13.6,288.0,7.7
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 15:00,150.0,492.0,20.1,34.3,34.3,13.7,287.0,7.5
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 16:00,156.0,469.0,19.9,33.8,33.8,13.4,288.0,7.2
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 17:00,173.0,467.0,19.8,32.9,32.9,12.8,289.0,6.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 18:00,243.0,455.0,19.8,32.2,32.2,12.9,288.0,6.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 19:00,290.0,463.0,19.7,31.6,31.6,12.8,288.0,6.8
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 20:00,286.0,468.0,19.4,30.9,30.9,13.0,287.0,7.1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 21:00,286.0,444.0,19.3,30.3,30.3,12.8,287.0,7.4
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,20100108 22:00,269.0,441.0,19.1,29.8,29.8,12.8,288.0,7.4
